character_name,dialogue,polarity,frase
finn," Dang it, Tiffany! Weren't you paying attention? We're two peas in a pod! We're not oil and water. We're oil and vinegar! It's good, man. It's yummy!",0.816,Frase 12362
finn, It's good for you!,0.4926,Frase 12363
finn, Sorry. I didn't hear what you said. I was just gonna let it slide.,-0.0772,Frase 12364
finn," Tiffany? ,  Tiffa— ,  nooooooooo!",0.0,Frase 12365
finn, Huh?,0.0,Frase 12366
finn," Ah. ,  What happened down there? Where's Tiffany?",0.0,Frase 12367
finn, Tiffany...,0.0,Frase 12368
finn, Huh huh. Ayyyy!,0.0,Frase 12369
finn, Holy cow.,0.0,Frase 12370
finn," Thanks, you guys! Man, you'll never believe it. Dentist is actually—",0.4926,Frase 12371
finn, It was crazy! Tiffany was there—,-0.4003,Frase 12372
finn, Wait. You all knew? What the heck? Why didn't you tell—,0.0,Frase 12373
finn," Tree Trunks! The slumber party is about to start. Get those hot buns in here, girl!",0.508,Frase 12374
finn," Did you hear me? I said, ""Get those hot—""!",0.0,Frase 12375
finn," Hi, Mr. Pig.",0.0,Frase 12376
finn, Why are you hitting me?,0.0,Frase 12377
finn, I was just talking about Tree Trunks's hot—.,0.0,Frase 12378
finn," Uh-oh, uh-oh!",0.0,Frase 12379
finn," You take it, Princess. This is your party.",0.4019,Frase 12380
finn," Hey, PB.",0.0,Frase 12381
finn, Mm?,0.0,Frase 12382
finn, Wha—? Really?,0.0,Frase 12383
finn, What about the Candy People?,0.0,Frase 12384
finn, Whoa!,0.0,Frase 12385
finn, Noice.,0.0,Frase 12386
finn," Yeah, we went out the secret coat passage.",0.296,Frase 12387
finn," Hmm. Candy peeps can be a handful, huh? ",0.0,Frase 12388
finn, Aw! So squish!,0.0,Frase 12389
finn, Okay. ,0.2263,Frase 12390
finn, Mmm... probably gonna hit up the arts and crafts kingdom with BMO. You?,0.0,Frase 12391
finn, Wows. Do you ever get tired from doing princess work all the time?,0.0258,Frase 12392
finn," Cool, like taking ice cream breaks?",0.5859,Frase 12393
finn," Yeah. Kind of like how I've been thinking about my dad and how I want him to act more like daddy. But, but maybe acting like daddy just isn't what he does. Maybe my dad's not a dad but a kid stuck in a dad's body.",0.6124,Frase 12394
finn, Timmy knows what's up!,0.0,Frase 12395
finn, Mmm... fire.,-0.34,Frase 12396
finn," What? ,  Gonna send this to Jake. ",0.0,Frase 12397
finn," Uh, it's—",0.0,Frase 12398
finn," Mm. You won't like it, but okay. ",0.2011,Frase 12399
finn, Oh.,0.0,Frase 12400
finn, Yuss!,0.0,Frase 12401
finn," Thanks for showing me around, PB. I've enjoyed just, just hanging out.",0.7351,Frase 12402
finn, Jake just sent me a funny picture of himself. ,0.4404,Frase 12403
finn, What? Why aren't you freaking out?,0.4003,Frase 12404
finn," Jake, so I just had this weird thought.",-0.2204,Frase 12405
finn," Well, I don't know. Isn't is sort of strange that we keep pets? We kind of make them worship us.",0.2975,Frase 12406
finn," No, seriously, think about it. We're their only source of food and water and, like, tummy rubs. They basically have to love us.",0.5859,Frase 12407
finn," Yeah, tummy rubs are pretty great. ,  That one star is so crazy, looks like it's vibrating. ,  It's so cool. Wonder what it is, a planet? Do people live there? Are they friendly? Do they keep pets?",0.946,Frase 12408
finn," Whoa... holy. ,  Oh, dang. ,  Uh, okay. ,  Man, this is screwy. Maybe it's the can of beans we had for dinner. ,  Looks- uh- homey. Wuh-oh! Whoa-Aah! ,  Oh- right.",-0.2695,Frase 12409
finn, Aww.,0.0,Frase 12410
finn," Oh! Hey, you can see me?!",0.0,Frase 12411
finn," Oh, forget it, it's cool.",0.1027,Frase 12412
finn," Whoop, here I go! Bye!",0.0,Frase 12413
finn," That guy seemed lonely, not a lot of foxes up at this hour. ,  Guess you get a lot of work done though.",-0.3612,Frase 12414
finn," Bounce House Princess. , . I didn't know B.H.P lived in a cave. ,  Hey, this place is pretty nice.",0.7184,Frase 12415
finn, Whoa!,0.0,Frase 12416
finn," Dude, what's your deal? ",0.0,Frase 12417
finn," Aww, geez, poor Bounce House Princess.",-0.4767,Frase 12418
finn, Wha?,0.0,Frase 12419
finn," Gosh, I hope BHP's okay, I feel bad for just splittin' like that. Maybe they sorted it out, they could have stuff in common. You never know until you speak to the person. ,  Oh, hey, Cloud Kingdom.",0.4215,Frase 12420
finn, What the? Ice King?,0.0,Frase 12421
finn,,0.0,Frase 12422
finn," Poor Simon. Poor Simon, I guess? Poor Simon... sort-of? It's like some part of him wants to be a sad wong-lord. ,  But why would anyone want that? Is there some... incentive? ",-0.8426,Frase 12423
finn," Sheesh, I wonder if being a sad loner gives you more raw material to form song ideas. Is that where creativity comes from? From sad-biz? ,  I am so high up now. I am so high up, there is no ""high up"". It's all just... ,  Whoa! What the--? Whoooa! ,  Space Lards! Ah man, Jake would be flipping out; trying to get that super-rare milk. Make a sick flan with that milk. Oh, well.",-0.8232,Frase 12424
finn," Whoa! What's going on? You can't see me, right? ",0.0,Frase 12425
finn," I'm in the Mother Lard! , . What? Space birth! ,  Okay, here we go! Whoa! ,  Bye, guys. Oh, that was creative and it wasn't sad either so maybe birth is the greatest statement in all the universe. ,  Hey, baby, ya' gonna give me a boost? , . Here comes Mars. What the heck is going on though? ,  Everybody's leaving!",0.9429,Frase 12426
finn," Wha? Who, me? You can see me too?",0.0,Frase 12427
finn," Oh yeah. Hey, do you ever say ""Oh my Glob?""",0.296,Frase 12428
finn," Yeah, but, I gotta question.",0.1531,Frase 12429
finn," Well, if just being born is the greatest act of creation. ,  Then what are you suppose to do after that? ,  Isn't everything that comes next just sort of a disappointment? ,  Slowly entropy-ing until we deflate into a pile of mush? ",0.6539,Frase 12430
finn, But what's it worth if we're all gonna get blowed up right now? ,0.2263,Frase 12431
finn," Ahhh! ,  Oh my bod!",0.0,Frase 12432
finn, ...Glob is dead.,-0.6486,Frase 12433
finn," Hey, I think Bounce House Princess needs our help.",0.4019,Frase 12434
finn,"["" Our pleas', T.T.!""]",0.0,Frase 12435
finn,"  Mm, not sure.",-0.2411,Frase 12436
finn,[' Mm.'],0.0,Frase 12437
finn,"  Fat squirrel in trub! Gah! ,  Oh, no! ",-0.4724,Frase 12438
finn,  Hmm...,0.0,Frase 12439
finn,"  Alright, welp, see you later, Sweet P! ",0.6476,Frase 12440
finn, ,0.0,Frase 12441
finn, Right. Right. I knew that. ,0.0,Frase 12442
finn," It's okay. I won't ever let you go. ,  That's... true.",0.5719,Frase 12443
finn, Wow. Already? That was fast.,0.5859,Frase 12444
finn, What? Now?,0.0,Frase 12445
finn," Like, right now?",0.3612,Frase 12446
finn," Ah. Where am I? ,  What the heck? Is that the comet? ,  And a little farming village? How long have I been walking?",0.0,Frase 12447
finn, Wow. I need some water. ,0.5859,Frase 12448
finn," Hmm... Fields are lookin' a little sparse. ,  Kinda runty... I wonder if this village even has any wat—oh, snap! I see some!",0.0,Frase 12449
finn," Excuse me, sir. Can I have some water? I've been sleepwalking for days.",0.0772,Frase 12450
finn," Haha, awesome. ,  Haha! Heck yeah! Thanks, little friend! You just totally saved my life. No pun intended. What's the matter? Can't talk? Oh, or are you guys comet boys? From up in there? Listen, I'm no expert, but I think y'all are gonna need a lot more corn. ,  And it's suppose to stand straight up-like. Or maybe comet boys only need just, like, a little bit of limp corn?",0.9467,Frase 12451
finn, What the?,0.0,Frase 12452
finn, Dad?,0.0,Frase 12453
finn, Dad?,0.0,Frase 12454
finn, Dad! What the heck are you doing here?,0.0,Frase 12455
finn, What? You were just yelling at me.,0.0,Frase 12456
finn, Dad.,0.0,Frase 12457
finn," Dad, your arm.",0.0,Frase 12458
finn, Whoa.,0.0,Frase 12459
finn, Oh. Yeah. I got it from my PB dream sword.,0.4939,Frase 12460
finn," Actually, for a while there, I thought if I ever saw you again, I was gonna tear your arm off.",0.0,Frase 12461
finn," No, no, it's okay now.",-0.3612,Frase 12462
finn," What the heck, Dad! Is everything you say a lie?",0.0,Frase 12463
finn," Well, is there any way I can tell the difference?",0.2732,Frase 12464
finn," Holy stonk, Dad! You're messing 'em all up. ,  This is why you are lying to them? So they'll mess themselves up for you?",-0.7802,Frase 12465
finn, Oh. Right.,0.0,Frase 12466
finn," Uh... yeah. Yeah, I-I guess...",0.5267,Frase 12467
finn, It's really warm down here.,0.2944,Frase 12468
finn, Should it be cooking?,0.0,Frase 12469
finn," Wait, wait, wai-wai-wait! You don't have to go in there if you don't want to!",-0.2037,Frase 12470
finn," Oh, sorry. So you guys wanna learn another one? ,  Ok, watch this.,  Heh, cute. Uh, hey! ,  So, you guys really believe in the tree spirit?",0.686,Frase 12471
finn, Hmm.,0.0,Frase 12472
finn," I guess not. Hey, Martin?",0.0,Frase 12473
finn," Uh, I think I really need some answers to stuff—like where did I come from or who's my mom?",0.0,Frase 12474
finn," Aah! ,  Martin! ",0.0,Frase 12475
finn," Martin, are you leaving?!",0.0,Frase 12476
finn, But what about the villagers?! That ship looks like it's gonna blow up!,0.4738,Frase 12477
finn," Oh, Dad! I need to go shut it off!",0.0,Frase 12478
finn, Why didn't you tell me about the heat dump in the first place?!,-0.4389,Frase 12479
finn, Daaaaah! ,0.0,Frase 12480
finn," Heat dump! ,  Too... stuck!",-0.6351,Frase 12481
finn, ,0.0,Frase 12482
finn," Better get up here, Jake. It's about to happen.",0.4404,Frase 12483
finn," Your loss, man. The Dap of the Heavens only happens every 20 years. ,  Oh, man. It's going down.",0.1027,Frase 12484
finn, Hmm. You missed it. It was honestly a little disappointing.,-0.2748,Frase 12485
finn, You mean Flame Princess?,0.0,Frase 12486
finn," Uh, Lemongrab?! What's he up to at this time of night?",0.0,Frase 12487
finn," Beaucoup spookoo, you say? We should follow him.",0.0,Frase 12488
finn," He could, you know, he could be messing with crazy mystic power at that mountain. It's like seeing a baby playing with dynamite. Plus, seeing Flame Princess kind of messed me up. Now I gotta distract myself with work.",-0.3167,Frase 12489
finn, There's his Lemon Camel. Lemongrease must be inside already.,0.0,Frase 12490
finn, Huh? C'mon man!,0.0,Frase 12491
finn," Yeah, man.",0.296,Frase 12492
finn," Lemongrab, where you at?! Uh, cool.",0.3802,Frase 12493
finn, Who's that Matthew? Whuh-oh!,0.0,Frase 12494
finn, Yo. Dang. Finn Cakes. That's not fair.,-0.2411,Frase 12495
finn, Lemongrab! Huh? Whoo!,0.0,Frase 12496
finn," Later, spirit bro. ,  Huh? What the heck am I running on? Oh, whoa! Whoa! Whoa! Cool. ",0.6412,Frase 12497
finn," Lemongrab, you okay?!",0.0,Frase 12498
finn," You're Matthew, huh? ,  Your rep precedes you, bro. ""Proceeds""?",0.0,Frase 12499
finn, Some stuff Jake said that I interpreted as negative.,-0.5719,Frase 12500
finn," What do you say, guy? ",0.0,Frase 12501
finn," Oneness? That's you, bro?",0.0,Frase 12502
finn," That's why you're here, L.G.? To merge with Matthew?",0.0,Frase 12503
finn," Oh. Well, nice knowing you? I mean, I know you got issues. But you're, uh...",0.5994,Frase 12504
finn," Are you sure, though?",0.3182,Frase 12505
finn," Ooh, boy. Lemongrab, hold up!",0.0,Frase 12506
finn," Careful with those metaphors, bro!",0.2244,Frase 12507
finn, Ooh! Whoa! Whoa! Geez!,0.0,Frase 12508
finn, Yo!,0.0,Frase 12509
finn," Yes! Pow! Yeah! I got you, bro!",0.7243,Frase 12510
finn," Dude, I was gonna ask him to move.",0.0,Frase 12511
finn," Check it out. I got snacks for while we wait. For Marcy, red lick-rish.",0.0,Frase 12512
finn, And for BMO... ,0.0,Frase 12513
finn," What? Dude, it's Super Porp Day.",0.5994,Frase 12514
finn," Yeah, yeah. That's the one.",0.5267,Frase 12515
finn, What? That's not right. How could the exact same soda still be in production hundreds of years after the great Mushroom Wars?,0.2168,Frase 12516
finn," Hmm. Yeah, okay. Let's just go home.",0.4767,Frase 12517
finn, And when that salsa cloud had you by the tail...?,0.0,Frase 12518
finn," Man, that was algebraic.",0.0,Frase 12519
finn, Yeah.,0.296,Frase 12520
finn," Yeah, me, too!",0.3595,Frase 12521
finn," I'm gonna play some Battle Wars with Neptr on BMO for an hour, then work on that flier for PB's laser recital and catch up on my correspondence with my pen pal Danny Gladiolas from over in Maryville.",-0.5859,Frase 12522
finn, And then next what I'm gonna do is I'm— whoop! ,0.0,Frase 12523
finn, What the...?,0.0,Frase 12524
finn," Man, where's this supposed to be?",0.0,Frase 12525
finn," Uh, excuse me? Sir?",0.168,Frase 12526
finn," Oh, thanks. Hey, where am I, anyway?",0.4404,Frase 12527
finn," Mm-hmm. Well, my friend up top is probs pretty worried about me, so I'd best get going. Can you give me a boost back up to that crack or whatever?",0.9358,Frase 12528
finn, Hmm. I guess that does make sense.,0.0,Frase 12529
finn," ""Krimber""?",0.0,Frase 12530
finn, Mmm. Oh! Apple scruffs!,0.0,Frase 12531
finn, I don't get it.,0.0,Frase 12532
finn, Sure.,0.3182,Frase 12533
finn," Uh... Don't worry, man. I'm gonna pretend they're not even there.",0.2514,Frase 12534
finn, Huh. What's on your head? I don't even notice it.,0.0,Frase 12535
finn, Why are you up so early?,0.0,Frase 12536
finn, Oh. Why is BMO on your head?,0.0,Frase 12537
finn," Yeah, maybe some ketchup chips?",0.296,Frase 12538
finn," And...some kale ,  chips.",0.0,Frase 12539
finn," And some corn... ,  chips.",0.0,Frase 12540
finn, Later.,0.0,Frase 12541
finn,,0.0,Frase 12542
finn," Aah! Quiet! ,  I thought I could just ignore them, but I can't! Chips and Ice Cream have to go!",-0.4438,Frase 12543
finn," BMO, it's happening!",0.0,Frase 12544
finn,Whoa.,0.0,Frase 12545
finn, What?!,0.0,Frase 12546
finn," BMO, you got to let me dig this hole. It's important.",0.2023,Frase 12547
finn," Yeah. We beat this evil wizard, see, and we stole his giant wand.",-0.6187,Frase 12548
finn," This wand is crazy powerful, right? It's a thought cannon. It makes anything that you think of turn real.",0.1027,Frase 12549
finn," So it's too strong, so we're burying it for safety.",0.7479,Frase 12550
finn, What if for a split second you think of something else?,0.0,Frase 12551
finn,,0.0,Frase 12552
finn, Ahahahaha!,0.0,Frase 12553
finn, Cheese!,0.0,Frase 12554
finn, Hello! Huh? Wait! Wait!,0.0,Frase 12555
finn, Huh! The cosmic owl? Does that mean this dream is important? Is this a prophetic dream? And is this stuff all symbolic or literal?,0.7616,Frase 12556
finn," What does it all mean, boy?",0.0,Frase 12557
finn, AHH!,0.0,Frase 12558
finn," I think I just had a prophetic dream. Cosmic Owl was in it, he was acting all choco-loco.",0.25,Frase 12559
finn, Huh?,0.0,Frase 12560
finn, Yeah but last time I chased a cosmic owl dream I got dumped.,-0.1154,Frase 12561
finn, What?,0.0,Frase 12562
finn, (snoring),0.0,Frase 12563
finn," Hey! Cosmic Owl, you still here? Whoop!",0.0,Frase 12564
finn, Ennnh...,0.0,Frase 12565
finn, Princess! Princess! I don't know what a dillweed is.,0.0,Frase 12566
finn," Hey, Starchy. What are you doing — sweeping?",0.0,Frase 12567
finn," Oh, yeah. I think that's the catalyst comet. Guess it's getting pretty close or whatever.",0.6597,Frase 12568
finn," What? No, no. It's cool, I think. It's just here to, like, shake things up, you know?It's okay. We've got sort of a — a relationship.",0.2406,Frase 12569
finn, Eht.,0.0,Frase 12570
finn," Ehh, not after that whole knock-my-tower-over-onto-the-castle thing. A lot of guys got smooshed. They need to hear it from someone they really trust.",0.5563,Frase 12571
finn, King of Ooo!,0.0,Frase 12572
finn, King of Ooo?,0.0,Frase 12573
finn, King of Ooo?,0.0,Frase 12574
finn, What are you saying?,0.0,Frase 12575
finn, Downstairs. King of Ooo? King of Ooo?,0.0,Frase 12576
finn, It's that guy from before. He's mucking around with PB's ship — added all kinds of engines to it.,0.0,Frase 12577
finn," Hey, what do you think you're doing? PB don't let nobody touch her stuff — not even me, and I'm cool — least of all you, you sauce-tasting Brian-sniffer — whoa!",0.3802,Frase 12578
finn," Whoa, whoa, whoa! Yeeh! Yeeh! Whoa! Uhhh! ,  No mercy, Jake.",0.3544,Frase 12579
finn," Hey, I'm back — ,  What the bing bong ping pong?! Gunther?!",0.0,Frase 12580
finn, What the king Kong sing song?! Whoaaaa — oof!,0.0,Frase 12581
finn," My thorn! ,  I think we should go inside.",0.0,Frase 12582
finn, Gunther! What're you doing?!,0.0,Frase 12583
finn, Jake! You okay?!,0.0,Frase 12584
finn," Uh, I dunno. ,  He exploded in space.",0.0,Frase 12585
finn," Well, what the heck are you doing, Orgalorg?",0.2732,Frase 12586
finn, What's that? You just say yes to stuff all the time?,0.4696,Frase 12587
finn, That seems alright.,0.25,Frase 12588
finn, I don't like that at all.,-0.2755,Frase 12589
finn," I'm pretty sure I can take you, bro.",0.6705,Frase 12590
finn, Absorb a triple salchow to your kneecaps!,0.0,Frase 12591
finn, Grab my hand!,0.5411,Frase 12592
finn, I'm not trying to!,0.0,Frase 12593
finn," Jake, no! Don't worry, man, I'm working out a plan! ,  Freakin' bing-bong! Jake's gonna fulfill his croak dream after all! And that dirty umbrella is gonna enslave the universe!",-0.6202,Frase 12594
finn," Man, I'm gonna croak out here! Like a fish in the hands of a child! ",0.4738,Frase 12595
finn," Okay, Finn. Time to make an appeal to greater forces. ",0.5267,Frase 12596
finn, Wha—Dad?!,0.0,Frase 12597
finn, Floating to my grave! Hurry up and save me!,0.2924,Frase 12598
finn, Are you kidding me?!,0.1759,Frase 12599
finn, It's not random! I merged my intention with the universe!,0.0,Frase 12600
finn, Really?,0.0,Frase 12601
finn," Oh, yeah. ",0.296,Frase 12602
finn," Yeah. Thanks, Dad. ,  Thanks, universe.",0.7906,Frase 12603
finn," Oh! We gotta save Jake. ,  He's out there chokin' on gas!",0.5837,Frase 12604
finn," I dunno, there's some stars and stuff.",0.0,Frase 12605
finn, Put the phone down?,0.0,Frase 12606
finn, Look! The light of the comet!,0.0,Frase 12607
finn, Bananas man... bananas man...,0.0,Frase 12608
finn," That dude's gonna absorb the comet's mystical power and crush everybody. Who the heck raises guys like that? You think he had neglectful parents like you, or had he always been a no-good Orgalorg?",0.1926,Frase 12609
finn, Y-you know him?,0.0,Frase 12610
finn, Snaps! He ate the comet!,0.0,Frase 12611
finn, I gotta stop him.,-0.296,Frase 12612
finn," Scronk that! I'm gonna use these hands— ,  —to sock him in the chops! In the chops!",0.0,Frase 12613
finn, Aahh!,0.0,Frase 12614
finn," Hey! Dinglord! In the name of— ,  the universe— ,  stop that!",-0.4724,Frase 12615
finn,,0.0,Frase 12616
finn, Grass Sword.,0.0,Frase 12617
finn,,0.0,Frase 12618
finn, Cool.,0.3182,Frase 12619
finn," Yeah, I-I think so. A long time ago— ,  —I was you, sorta. And I crashed on Earth. And became a butterfly or some biz. ,  And I guess— ,  it was just some random, absurd thing. Just a joke I've been playing out for centuries.",0.6369,Frase 12620
finn, Uh—maybe? I dunno. Probably not.,0.0,Frase 12621
finn, What's that bell sound?,0.0,Frase 12622
finn, How long are you gonna list stuff?,0.0,Frase 12623
finn," You're tellin' me to abandon all this stuff— ,  —but you're not really making it sound bad.",-0.7506,Frase 12624
finn, I feel like I put a lot of work into this meat reality. I'd like to see it through.,0.6124,Frase 12625
finn, Are you seriously trying to bail out again?!,-0.2481,Frase 12626
finn, Dad.,0.0,Frase 12627
finn, When you fled the scene like a ding-dong ditcher in the night—,0.3612,Frase 12628
finn, I'm 16!,0.0,Frase 12629
finn, But why do you always run from everything?!,0.0,Frase 12630
finn," Hmm. Well, there ain't no changin' you, I guess.",0.4567,Frase 12631
finn," Bye, Dad. Should've asked for a lift home.",0.0,Frase 12632
finn," JAKE! I thought I had lost..., ... you... NO!",-0.5449,Frase 12633
finn, What? ,0.0,Frase 12634
finn, Jake?! Banana Man?! How?,0.0,Frase 12635
finn, It wasn't random; I did it.,0.0,Frase 12636
finn," Hey, PB! We took care of it.",0.5411,Frase 12637
finn, Yeow!,0.0,Frase 12638
finn," Wait, what? What about Lady?",0.0,Frase 12639
finn," Wait, but...",0.0,Frase 12640
finn," Oh, yeah.",0.296,Frase 12641
finn, Uh...,0.0,Frase 12642
finn, Um... Fight a—Fight a dragon?,-0.3818,Frase 12643
finn," Man, this is stupid as heck. I miss PB.",-0.6124,Frase 12644
finn, Uhhh...Yeah. It's a small thing?,0.0,Frase 12645
finn," Yeah, we're curious.",0.5423,Frase 12646
finn," Actually, I'm kinda glad we're walking in this direction. We never walk in this direction.",0.4033,Frase 12647
finn, Well we gotta find one first. ,0.2732,Frase 12648
finn," Mm. An hour to capture, aaand, if we don't find him by dinner, we'll tell KOO to send out a Banana Guard patrol.",0.0,Frase 12649
finn, KOO.,0.0,Frase 12650
finn, Yeah.,0.296,Frase 12651
finn, Did you notice he was wearing Princess Bubblegum's clothes?,0.0,Frase 12652
finn, Hmm.,0.0,Frase 12653
finn," Yeah, good job, Jake.",0.6249,Frase 12654
finn," Yeah, the only thing, though, is it's not flying.",0.296,Frase 12655
finn," Marceline, no!",-0.3595,Frase 12656
finn," Ahh. You did a tremendous job guarding the cabin, Jake. But it looks like you need to be relieved.",0.6249,Frase 12657
finn," Yeah, but she's almost done. No sign of Marceline, though. I think she ditched us to fight the vampires by herself. Solo-style. We'll go look for her after P.B.'s device is up and running. So, how did you pass the time?",-0.6349,Frase 12658
finn, Is that P.B.'s outside clock? Looks like it's been staked. What did you do?,0.4329,Frase 12659
finn," Dude, that was her Uncle Gumbald's outside clock.",0.0,Frase 12660
finn, Aaah! What was that?! Vampiyah! Aah! Aah! Hyah! Hah!,0.0,Frase 12661
finn, Eh! Stake! Yeah!,0.4724,Frase 12662
finn," I got your back, Marceline! Ha! Huh?",0.4559,Frase 12663
finn, I was aiming for your heart!,0.0,Frase 12664
finn, Aaaaaah! No way! Waaaaaaah!,-0.4724,Frase 12665
finn, Shmowzow.,0.0,Frase 12666
finn, Here's our chance!,0.3164,Frase 12667
finn," Come on, Simon. It's over. ,  It's gonna be okay, man. Nope, nope. This way. This way. Come on, let's get you some ice cream.",0.2263,Frase 12668
finn," One vampire—, , two vampire—, . Jake, check me out—I'm a self-sufficient mountain man. ",0.0,Frase 12669
finn," Is it ""The Moon""?",0.0,Frase 12670
finn, They could ambush us like right n Ahh!,0.4199,Frase 12671
finn," Man! I can't believe they just Left me here. All unarmed and tethered like this. Boy, my neck sure is hot. This baby needs to get some air.",0.6239,Frase 12672
finn," What are you gonna turn into next, A puppy, a baby goose?! I'm a Pbht! Vampire! Pbht!",0.0,Frase 12673
finn, Pbht.,0.0,Frase 12674
finn," Jake, gather up all the stakes you can find.",0.0,Frase 12675
finn, Yes! Toots! Where'd he go?,0.508,Frase 12676
finn," L.S.P., stop!",-0.3595,Frase 12677
finn, We'll never let you get to her!,0.0,Frase 12678
finn," I've got gallons and gallons of warm red teenage blood, and you can't have it! Pbht! Eh, yeah? Yeah! Open up a murder-hole, buddy!",0.7556,Frase 12679
finn, Geez. What happened?,0.0,Frase 12680
finn, But Mom and Dad always burped on us.,0.0,Frase 12681
finn, It's like an old-timey deity who weighed your deeds on a scale.,0.3612,Frase 12682
finn, Dude.,0.0,Frase 12683
finn," Shoot, yeah! I get poisoned all the time just doing the dishes!",-0.6103,Frase 12684
finn, Word!,0.0,Frase 12685
finn, Moon pearls... We're on her trail.,0.0,Frase 12686
finn, I think they're pretty.,0.4939,Frase 12687
finn," Come on, Jake.",0.0,Frase 12688
finn," Whoa. I don't think so, man. I think you might have a hubrits.",0.0,Frase 12689
finn," Hey, look! The moon's pontoon.",0.0,Frase 12690
finn, I don't think so. This mummy job looks like it used to belong to that mummy job.,0.3612,Frase 12691
finn, She just healted that sword right out of her bod! Let's try frying her up in the sun.,0.0,Frase 12692
finn, Hmm. Let's stick with P.B.'s plan and try staking her a bunch of different ways.,0.0,Frase 12693
finn, YAHHH! ,0.0,Frase 12694
finn, Shoot.,-0.34,Frase 12695
finn," Roll out! ,  Thorn arm! ,  ACTIVATE!",0.0,Frase 12696
finn," You gonna help, or what?",0.4019,Frase 12697
finn," Stake you! ,  Okay, go ahead.",0.2942,Frase 12698
finn, It's against my code to strike a foe who's raised his bottom to the sky. The Enchiridion explicitly states so.,-0.5267,Frase 12699
finn, Dem a good rule dhough.,0.4404,Frase 12700
finn," Ep, ep, ep, ep, ep! Look. ,  Look at these babies. These pleadin' puppies.",0.0,Frase 12701
finn, Whoops. Shoulda staked him.,0.0,Frase 12702
finn, Let 'er rip!,0.0,Frase 12703
finn, Finish him! Bam bam bam bam bam bam bam-,0.0,Frase 12704
finn," Oh, okay, now we're stopping. ,  Sorry, dude.",0.0,Frase 12705
finn," Hey, Jake.",0.0,Frase 12706
finn," ""PB says she's gonna set her vampire sucking machine to full blast if he tries anything funny.""",0.0,Frase 12707
finn," ""I guess it means he'll explode to dust.""",0.0,Frase 12708
finn," ""Sorry!""",0.0,Frase 12709
finn," Oh, geez. Oh, geez. Ugh, come on. Uh... Come on. Come on.",-0.4215,Frase 12710
finn, But...,0.0,Frase 12711
finn," You sure you're not coming, Marceline? We could really use your help. Marceline? Okay, maybe later then.",0.7596,Frase 12712
finn, Whoa!,0.0,Frase 12713
finn," Yeah, but what else can we do?",0.1531,Frase 12714
finn, Marceline?,0.0,Frase 12715
finn," I was just saying we stocked your fridge with lipstick and stuff, so you'll have lots to eat.",0.0,Frase 12716
finn," Are you, uh... Do you feel bad? I don't want to say, like, ""I'm sorry about who you are"" or anything if you're feeling okay, but I don't know how bad news all of this is... Right?",-0.7328,Frase 12717
finn, Take care!,0.5411,Frase 12718
finn," Well... you know, it's not actually the holidays. Plus, BMO wasn't actually even born.",-0.2924,Frase 12719
finn," Listen, all I'm saying is we—",0.0,Frase 12720
finn, Hello?,0.0,Frase 12721
finn," No. Actually, it's snowing like crazy.",-0.2732,Frase 12722
finn, That's okay. BMO doesn't care any—,-0.1847,Frase 12723
finn, BMO only cares about one special guest.,0.6908,Frase 12724
finn," Whoa, Moe! What happened to your body?",0.0,Frase 12725
finn," We weren't sure if you eat, but BMO insisted.",-0.1232,Frase 12726
finn," Hmm, I don't know. Sounds kind of dangerous.",-0.5256,Frase 12727
finn, So...,0.0,Frase 12728
finn," Um... Yeah, it's nice to see you, Moe.",0.6124,Frase 12729
finn," Uh... So, Moe, do you want to... uh... Jake?",0.0772,Frase 12730
finn," Um, hold on, Moe. ,  Jake, what are you doing?",0.0,Frase 12731
finn," You can't do that, it's rude. And what about Princess Bubblegum? She's way old, and you like her.",-0.128,Frase 12732
finn," Come on, you're being weird. ,  Hey, sorry about that, Moe.",-0.25,Frase 12733
finn, Classic!,0.0,Frase 12734
finn, Oh. O-okay. If -- if you want.,0.0772,Frase 12735
finn, That sounds griz as nuts!,-0.3802,Frase 12736
finn,,0.0,Frase 12737
finn, I'm sorry we didn't find any hangmen.,-0.0772,Frase 12738
finn, Moe! ,0.0,Frase 12739
finn, Yeesh.,0.0,Frase 12740
finn, We're sorry we left you!,-0.1511,Frase 12741
finn, Neptr?,0.0,Frase 12742
finn," Come on. Maybe Neptr did it like, accidentally?",0.0258,Frase 12743
finn, What? Who could have done that?,0.0,Frase 12744
finn," What? You're all right, but we -- we love BMO.",0.7783,Frase 12745
finn, Moe!,0.0,Frase 12746
finn," ""Ah-mo""?",0.0,Frase 12747
finn, Aah!,0.0,Frase 12748
finn," Hey. ,  We caught the tail end of what happened. Are you okay?",0.2263,Frase 12749
finn, All right.,0.0,Frase 12750
finn, Finn and Jake's treehouse?,0.0,Frase 12751
finn," Who are you, and why do you want to get revenge?",-0.4767,Frase 12752
finn, Me-Mow?! Whoa.,0.0,Frase 12753
finn, You've gotten bigger.,0.0,Frase 12754
finn, Oh?,0.0,Frase 12755
finn," Hey, BMO, are you sure you took down all the wanted posters?",0.3182,Frase 12756
finn, Huh?,0.0,Frase 12757
finn," Thanks, BMO.",0.4404,Frase 12758
finn, Ice King?!,0.0,Frase 12759
finn, Jake? He's right there.,0.0,Frase 12760
finn, Who are you talking about?,0.0,Frase 12761
finn," Ice King, we didn't take Gunter.",0.0,Frase 12762
